,13,20,30,40,50,60,70
1,2240,1840,1440,1035,1000,960,840
2,2310,1910,1510,1105,1060,1010,880
3,2380,1980,1580,1175,1120,1060,920
4,2450,2050,1650,1245,1180,1110,960
5,2520,2120,1720,1315,1240,1160,1000
6,2590,2190,1790,1385,1300,1210,1040
7,2660,2260,1860,1455,1360,1260,1080
8,2730,2330,1930,1525,1420,1310,1120
9,2800,2400,2000,1595,1480,1360,1160
10,2870,2470,2070,1665,1540,1410,1200
11,2940,2540,2140,1735,1600,1460,1240
12,3010,2610,2210,1805,1660,1510,1260
13,3080,2680,2280,1875,1720,1560,1300
14,3150,2750,2350,1945,1780,1610,1340
15,3220,2820,2420,2015,1840,1660,1380
16,3290,2890,2490,2085,1900,1710,1410
17,3360,2960,2560,2155,1960,1760,1440
18,3430,3030,2630,2225,2020,1810,1480
19,3500,3100,2700,2295,2080,1860,1520
20,3570,3170,2770,2365,2140,1910,1560
21,3640,3240,2840,2435,2200,1960,1600
22,3710,3310,2910,2505,2260,2010,1640
23,3780,3380,2980,2575,2320,2060,1680
24,3850,3450,3050,2645,2380,2110,1720
25,3920,3520,3120,2715,2440,2160,1760
26,3990,3590,3190,2785,2500,2210,1800
27,4060,3660,3260,2855,2560,2260,1840
28,4130,3730,3330,2925,2620,2310,1880
29,4200,3800,3400,2995,2680,2360,1920
30,4270,3870,3470,3065,2740,2410,1960
31,4340,3940,3540,3135,2800,2460,2000
32,4410,4010,3610,3205,2860,2510,2040
33,4480,4080,3680,3275,2920,2560,2080
34,4550,4150,3750,3345,2980,2610,2120
35,4620,4220,3820,3415,3040,2660,2160
36,4690,4290,3890,3485,3100,2710,2200
37,4760,4360,3960,3555,3160,2760,2240
38,4830,4430,4030,3625,3220,2810,2260
39,4900,4500,4100,3695,3280,2860,2300
40,4970,4570,4170,3765,3340,2910,2360
41,5040,4640,4240,3835,3400,2960,2400
42,5110,4710,4310,3905,3460,3010,2440
43,5180,4780,4380,3975,3520,3060,2480
44,5250,4850,4450,4045,3580,3110,2520
45,5320,4920,4520,4115,3640,3160,2540
46,5390,4990,4590,4185,3700,3210,2580
47,5460,5060,4660,4255,3760,3260,2620
48,5530,5130,4730,4325,3820,3310,2660
49,5600,5200,4800,4395,3880,3360,2700
50,5670,5270,4870,4465,3940,3410,2740
51,5740,5340,4940,4535,4000,3460,2780
52,5810,5410,5010,4605,4060,3510,2820
53,5880,5480,5080,4675,4120,3560,2860
54,5950,5550,5150,4745,4180,3610,2900
55,6020,5620,5220,4815,4240,3660,2940
56,6090,5690,5290,4885,4300,3710,2980
57,6160,5760,5360,4955,4360,3760,3020
58,6230,5830,5430,5025,4420,3810,3060
59,6300,5900,5500,5095,4480,3860,3100
60,6370,5970,5570,5165,4540,3910,3120
61,6440,6040,5640,5235,4600,3960,3160
62,6510,6110,5710,5305,4660,4010,3200
63,6580,6180,5780,5375,4720,4060,3240
64,6650,6250,5850,5445,4780,4110,3280
65,6720,6320,5920,5515,4840,4160,3320
66,6790,6400,5990,5585,4900,4210,3360
67,6860,6480,6060,5655,4960,4260,3400
68,6930,6560,6130,5725,5020,4310,3440
69,7000,6640,6200,5800,5080,4360,3480
70,7080,6720,6280,5880,5140,4410,3520
71,7160,6800,6360,5960,5200,4460,3560
72,7240,6880,6440,6040,5270,4510,3600
73,7320,6960,6520,6120,5340,4560,3640
74,7400,7040,6600,6200,5410,4610,3680
75,7480,7120,6680,6280,5480,4660,3720
76,7560,7200,6760,6360,5550,4710,3760
77,7640,7280,6840,6440,5620,4820,3800
