,13,20,30,40,50,60,70
1,3850,3450,3050,2645,2050,1800,1400
2,3920,3520,3120,2715,2120,1860,1450
3,3990,3590,3190,2785,2190,1920,1500
4,4060,3660,3260,2855,2260,1980,1550
5,4130,3730,3330,2925,2330,2040,1600
6,4200,3800,3400,2995,2400,2100,1650
7,4270,3870,3470,3065,2470,2160,1700
8,4340,3940,3540,3135,2540,2220,1750
9,4410,4010,3610,3205,2610,2280,1800
10,4480,4080,3680,3275,2680,2340,1850
11,4550,4150,3750,3345,2750,2400,1900
12,4620,4220,3820,3415,2820,2460,1950
13,4690,4290,3890,3485,2890,2520,2000
14,4760,4360,3960,3555,2960,2580,2050
15,4830,4430,4030,3625,3030,2640,2100
16,4900,4500,4100,3695,3100,2700,2150
17,4970,4570,4170,3765,3170,2760,2200
18,5040,4640,4240,3835,3240,2820,2250
19,5110,4710,4310,3905,3310,2880,2300
20,5180,4780,4380,3975,3380,2940,2350
21,5250,4850,4450,4045,3450,3000,2400
22,5320,4920,4520,4115,3520,3060,2450
23,5390,4990,4590,4185,3590,3120,2500
24,5460,5060,4660,4255,3660,3180,2550
25,5530,5130,4730,4325,3730,3240,2600
26,5600,5200,4800,4395,3800,3300,2650
27,5670,5270,4870,4465,3870,3360,2700
28,5740,5340,4940,4535,3940,3420,2750
29,5810,5410,5010,4605,4010,3480,2800
30,5880,5480,5080,4675,4080,3540,2850
31,5950,5550,5150,4745,4150,3600,2900
32,6020,5620,5220,4815,4220,3660,2950
33,6090,5690,5290,4885,4290,3720,3000
34,6160,5760,5360,4955,4360,3780,3050
35,6230,5830,5430,5025,4430,3840,3100
36,6300,5900,5500,5095,4500,3900,3150
37,6370,5970,5570,5165,4570,3960,3200
38,6440,6040,5640,5235,4640,4020,3250
39,6510,6110,5710,5305,4710,4080,3300
40,6580,6180,5780,5375,4780,4140,3350
41,6650,6250,5850,5445,4850,4200,3400
42,6720,6320,5920,5515,4920,4260,3450
43,6790,6390,5990,5585,4990,4320,3500
44,6860,6460,6060,5655,5060,4380,3550
45,6930,6530,6130,5725,5130,4440,3600
46,7000,6600,6200,5795,5200,4500,3650
47,7070,6670,6270,5865,5270,4560,3700
48,7140,6740,6340,5935,5340,4620,3750
49,7210,6810,6410,6005,5410,4680,3800
50,7280,6880,6480,6075,5480,4740,3850
51,7350,6950,6550,6145,5550,4800,3900
52,7420,7020,6620,6215,5620,4860,3950
53,7490,7090,6690,6285,5690,4920,4000
54,7560,7160,6760,6355,5760,4980,4050
55,7630,7230,6830,6425,5830,5040,4100
56,7700,7300,6900,6500,5900,5100,4150
57,7770,7370,6970,6570,5970,5160,4200
58,7840,7440,7040,6640,6040,5220,4250
59,7910,7510,7110,6710,6110,5280,4300
60,7980,7580,7180,6780,6180,5340,4350
61,8050,7650,7250,6850,6250,5400,4400
62,8120,7720,7320,6920,6320,5460,4450
63,8190,7790,7390,6990,6390,5520,4500
64,8260,7860,7460,7060,6460,5580,4550
65,8330,7930,7530,7130,6530,5640,4600
66,8400,8000,7600,7200,6600,5700,4650
67,8470,8070,7670,7270,6670,5760,4700
68,8540,8140,7740,7340,6730,5820,4750
69,8620,8210,7810,7420,6790,5880,4800
70,8700,8290,7880,7490,6850,5950,4850
71,8780,8370,7960,7560,6910,6020,4900
72,8860,8450,8040,7640,6970,6090,4950
73,8920,8530,8120,7720,7030,6160,5000
74,9000,8610,8200,7800,7090,6230,5050
75,9080,8690,8280,7880,7150,6300,5100
76,9160,8770,8360,7960,7210,6370,5150
77,9240,8850,8440,8040,7270,6440,5200
